,affiliate_channel,affiliate_provider,age,country_destination,date_account_created,date_first_booking,first_affiliate_tracked,first_browser,first_device_type,gender,id,language,signup_app,signup_flow,signup_method,timestamp_first_active,date_first_active,secs_elapsed
87651,sem-brand,google,33.0,FR,2014-05-22,2014-05-22,omg,Chrome,Mac Desktop,,zhgymv2jyp,en,Web,0,basic,20140522135246,2014-05-22,1000935.0
87654,direct,direct,24.0,GB,2014-05-13,2014-11-27,untracked,-unknown-,iPhone,MALE,zhihd0gn2w,en,iOS,25,basic,20140513054910,2014-05-13,26399.0
87658,direct,direct,46.0,US,2014-06-09,2014-07-12,untracked,-unknown-,Android Phone,MALE,zhjoue3a6x,en,Android,23,basic,20140609051222,2014-06-09,685658.0
87662,direct,direct,23.0,US,2014-02-13,2014-02-20,untracked,Chrome,Mac Desktop,FEMALE,zhnfcfuooh,en,Web,0,basic,20140213055553,2014-02-13,589335.0
87664,direct,direct,28.0,CA,2014-02-20,2014-11-11,untracked,IE,Windows Desktop,MALE,zhol9fe686,en,Web,0,basic,20140220194739,2014-02-20,305487.0
87669,direct,direct,26.0,CA,2014-03-19,2014-03-31,untracked,Safari,Mac Desktop,FEMALE,zhtt210c2s,en,Web,0,basic,20140319191834,2014-03-19,34883.0
87671,direct,direct,33.0,US,2014-01-24,2014-01-25,linked,Chrome,Mac Desktop,FEMALE,zhu8q4y5p9,en,Web,0,facebook,20140124224842,2014-01-24,3103680.0
87672,sem-non-brand,google,59.0,US,2014-05-18,2014-06-08,omg,Safari,Mac Desktop,,zhuvkj84jb,en,Web,0,basic,20140518160054,2014-05-18,243871.0
87675,direct,direct,45.0,US,2014-04-24,2014-04-25,linked,IE,Windows Desktop,FEMALE,zhvwstmt7e,en,Web,0,facebook,20140424225913,2014-04-24,868436.0
87677,sem-brand,google,24.0,US,2014-02-12,2014-07-03,omg,Firefox,Mac Desktop,,zhxu20artm,en,Web,0,basic,20140212163113,2014-02-12,469660.0
87682,sem-brand,google,29.0,PT,2014-06-19,2014-06-19,omg,Chrome,Windows Desktop,FEMALE,zhykpchyw7,en,Web,0,facebook,20140619005957,2014-06-19,3442976.0
87684,direct,direct,19.0,GB,2014-04-06,2014-04-29,untracked,IE,Windows Desktop,,zhzptnliog,en,Web,0,basic,20140406023258,2014-04-06,2565727.0
87686,seo,google,23.0,US,2014-05-07,2014-05-07,linked,Chrome,Windows Desktop,MALE,zi193ablov,en,Web,0,basic,20140507192630,2014-05-07,1369001.0
87690,direct,direct,26.0,US,2014-03-14,2014-03-15,untracked,IE,Windows Desktop,,zi26uirjig,ko,Web,0,basic,20140314235029,2014-03-14,623380.0
87700,direct,direct,31.0,other,2014-03-10,2014-08-13,omg,Chrome,Windows Desktop,FEMALE,zi6pykw1gp,en,Web,0,basic,20140310212429,2014-03-10,748666.0
87710,direct,direct,27.0,US,2014-04-09,2014-07-16,untracked,-unknown-,Other/Unknown,FEMALE,zia1dxrjy7,en,Android,12,facebook,20140409001738,2014-04-09,1342392.0
87711,sem-non-brand,google,26.0,US,2014-02-10,2014-02-25,omg,Chrome Mobile,iPad,,zia7lbr35q,en,Web,0,basic,20140210004053,2014-02-10,5318590.0
87712,direct,direct,26.0,US,2014-02-17,2014-02-22,untracked,Safari,Mac Desktop,FEMALE,ziad51o004,en,Web,0,basic,20140217235522,2014-02-17,3059839.0
87716,direct,direct,25.0,US,2014-06-16,2014-07-10,linked,Chrome,Mac Desktop,,zibuoedkph,en,Web,0,basic,20140616012724,2014-06-16,513676.0
87720,sem-brand,google,32.0,US,2014-04-30,2014-05-01,omg,Chrome,Mac Desktop,FEMALE,zidl4ux7no,en,Web,0,facebook,20140430230410,2014-04-30,3262168.0
87724,direct,direct,35.0,US,2014-01-21,2014-01-22,untracked,Chrome,Windows Desktop,MALE,ziexsyk29e,en,Web,0,facebook,20140121224954,2014-01-21,4000701.0
87728,direct,direct,36.0,US,2014-04-20,2014-04-22,linked,Chrome,Mac Desktop,FEMALE,zij62zjwv6,en,Web,0,facebook,20140420081420,2014-04-20,382643.0
87729,direct,direct,31.0,US,2014-02-03,2014-02-09,untracked,Chrome,Mac Desktop,FEMALE,zij6vxkj6w,en,Web,0,basic,20140203185012,2014-02-03,4484351.0
87737,direct,direct,31.0,IT,2014-01-26,2014-01-26,untracked,Safari,Mac Desktop,FEMALE,zir4xhozrm,en,Web,8,basic,20140126093251,2014-01-26,11098295.0
87744,sem-non-brand,google,42.0,other,2014-04-28,2014-11-26,omg,Safari,Mac Desktop,FEMALE,zitmqw7vn3,en,Web,0,basic,20140428054716,2014-04-28,4977862.0
87758,direct,direct,29.0,US,2014-05-07,2014-05-12,untracked,Chrome,Mac Desktop,FEMALE,ziz0zrvwco,en,Web,0,facebook,20140507061042,2014-05-07,836.0
87770,sem-brand,google,26.0,US,2014-04-22,2014-08-15,omg,Chrome,Mac Desktop,FEMALE,zj5944y4mp,en,Web,0,facebook,20140422223854,2014-04-22,3084609.0
87778,direct,direct,34.0,other,2014-03-04,2014-03-05,untracked,Firefox,Windows Desktop,MALE,zj7m78hm6t,en,Web,0,basic,20140304032902,2014-03-04,1014109.0
87787,direct,direct,27.0,other,2014-05-18,2014-05-25,linked,Chrome,Mac Desktop,FEMALE,zja521tafk,en,Web,0,basic,20140518030937,2014-05-18,1598425.0
87793,sem-brand,google,41.0,US,2014-03-12,2014-05-08,omg,Safari,Mac Desktop,MALE,zjcvn5a3c6,en,Web,0,basic,20140312014548,2014-03-12,2531139.0
87805,direct,direct,40.0,US,2014-04-30,2014-05-06,untracked,Chrome,Windows Desktop,,zjk5am305e,en,Web,0,basic,20140430204133,2014-04-30,4469055.0
87806,direct,direct,23.0,US,2014-02-05,2014-02-05,untracked,Mobile Safari,iPhone,FEMALE,zjkjwvk171,en,Moweb,24,basic,20140205042944,2014-02-05,2186794.0
87807,direct,direct,30.0,US,2014-01-15,2014-01-16,linked,Chrome,Windows Desktop,MALE,zjkkwwkgzg,en,Web,0,basic,20140115234641,2014-01-15,2196679.0
87808,direct,direct,26.0,FR,2014-06-23,2014-06-30,untracked,Chrome,Mac Desktop,MALE,zjl2gtba4k,en,Web,0,basic,20140623223610,2014-06-23,5334550.0
87812,direct,direct,32.0,US,2014-04-11,2014-04-16,linked,Firefox,Windows Desktop,,zjm8z8y512,en,Web,0,basic,20140411213416,2014-04-11,1578828.0
87813,sem-brand,google,28.0,US,2014-01-29,2014-01-29,omg,Firefox,Mac Desktop,FEMALE,zjn9kxasi1,en,Web,0,basic,20140129073725,2014-01-29,1325552.0
87815,sem-brand,google,48.0,IT,2014-06-01,2014-06-04,omg,Chrome,Windows Desktop,MALE,zjo2sq9glm,en,Web,0,facebook,20140601101346,2014-06-01,2078293.0
87819,direct,direct,34.0,US,2014-04-28,2014-04-28,untracked,Safari,Mac Desktop,MALE,zjpkagyuhx,en,Web,0,basic,20140428224838,2014-04-28,1836080.0
87823,direct,direct,90.0,IT,2014-04-25,2014-08-06,untracked,IE,Windows Desktop,FEMALE,zjrfjfcvj2,en,Web,0,facebook,20140425225959,2014-04-25,1438655.0
87824,sem-brand,google,46.0,GB,2014-03-31,2014-06-28,omg,Safari,Mac Desktop,FEMALE,zjroypo1o2,en,Web,0,basic,20140331014242,2014-03-31,1205791.0
87826,direct,direct,45.0,US,2014-03-26,2014-03-26,untracked,Android Browser,Android Phone,MALE,zjsp5qkwbv,en,Web,0,basic,20140326132636,2014-03-26,1100881.0
87827,direct,direct,29.0,other,2014-05-07,2015-04-17,untracked,Firefox,Windows Desktop,,zjszi59hhl,en,Web,0,basic,20140507173841,2014-05-07,2815415.0
87844,direct,direct,26.0,US,2014-01-09,2014-01-10,linked,Chrome,Windows Desktop,,zk42tea7u8,en,Web,0,basic,20140109175719,2014-01-09,2247715.0
87846,sem-non-brand,google,45.0,other,2014-01-18,2014-01-26,omg,Safari,Mac Desktop,,zk6qqeisn0,en,Web,0,basic,20140118070942,2014-01-18,1076770.0
87847,direct,direct,36.0,other,2014-01-04,2014-01-04,linked,Chrome,Mac Desktop,,zk7o71gthm,en,iOS,25,basic,20140104091202,2014-01-04,1193000.0
87852,direct,direct,30.0,US,2014-05-20,2014-05-20,untracked,Safari,Mac Desktop,MALE,zkanlf3cv1,en,Web,0,basic,20140520063730,2014-05-20,510448.0
87858,direct,direct,36.0,US,2014-05-19,2014-05-19,linked,Chromium,Desktop (Other),MALE,zkc4l837vu,en,Web,0,basic,20140519185440,2014-05-19,8816077.0
87866,direct,direct,26.0,US,2014-01-21,2014-02-05,linked,Safari,Mac Desktop,FEMALE,zkf1ujs7sm,en,Web,0,basic,20140121175133,2014-01-21,3699066.0
87873,sem-brand,google,38.0,US,2014-05-21,2014-05-21,omg,Chrome,Windows Desktop,FEMALE,zklz7b53si,en,Web,0,facebook,20140521152843,2014-05-21,3002554.0
87874,direct,direct,24.0,US,2014-02-01,2014-10-07,untracked,-unknown-,iPhone,MALE,zkm67aflv3,en,iOS,25,basic,20140201000139,2014-02-01,310.0
87883,direct,direct,45.0,GB,2014-02-26,2014-05-07,untracked,Chrome,Windows Desktop,,zkqajci6ho,en,Web,0,basic,20140226034617,2014-02-26,143968.0
87886,direct,direct,36.0,other,2014-03-11,2014-03-14,untracked,Firefox,Mac Desktop,MALE,zkqxpttrp0,en,Web,0,basic,20140311200010,2014-03-11,1276668.0
87887,sem-brand,google,31.0,US,2014-06-18,2014-06-19,omg,Firefox,Windows Desktop,MALE,zkrlxwkv3z,en,Web,0,basic,20140618092225,2014-06-18,208409.0
87888,direct,direct,32.0,US,2014-05-29,2014-05-29,untracked,Chrome,Windows Desktop,FEMALE,zkrvcdokdl,en,Web,0,basic,20140529175746,2014-05-29,0.0
87889,seo,google,28.0,other,2014-02-24,2014-03-10,linked,Chrome,Mac Desktop,FEMALE,zkrxcnf74l,en,Web,0,facebook,20140224225948,2014-02-24,1708303.0
87890,sem-non-brand,google,23.0,US,2014-06-06,2014-08-11,untracked,Safari,Mac Desktop,FEMALE,zksciheip7,en,Web,0,basic,20140606045214,2014-06-06,226220.0
87892,direct,direct,31.0,other,2014-01-26,2014-01-27,omg,Safari,Mac Desktop,FEMALE,zkt5gx8or4,en,Web,0,basic,20140126021407,2014-01-26,13859739.0
87898,direct,direct,39.0,US,2014-03-03,2014-03-03,untracked,Mobile Safari,iPad,FEMALE,zkv5c85zve,en,Web,0,basic,20140303065725,2014-03-03,26365.0
87899,direct,direct,37.0,other,2014-04-22,2014-11-13,untracked,-unknown-,Other/Unknown,,zkvlh1ye53,en,Android,12,google,20140422164632,2014-04-22,434567.0
87902,sem-non-brand,google,30.0,US,2014-02-28,2014-02-28,omg,Chrome,Windows Desktop,FEMALE,zkxkkupbc5,en,Web,0,facebook,20140228045952,2014-02-28,2450015.0
87905,direct,direct,22.0,US,2014-01-04,2014-01-04,untracked,Mobile Safari,iPhone,MALE,zkylh5syhw,en,Moweb,24,basic,20140104092022,2014-01-04,2420094.0
87913,sem-non-brand,google,33.0,US,2014-01-31,2014-02-25,tracked-other,Chrome,Mac Desktop,MALE,zl3ttv0fy5,en,Web,0,facebook,20140131201718,2014-01-31,1081657.0
87921,sem-brand,google,29.0,US,2014-06-26,2015-06-22,omg,Safari,Mac Desktop,MALE,zl5x799dpw,en,Web,0,basic,20140626000833,2014-06-26,4337656.0
87927,direct,direct,35.0,US,2014-01-30,2014-09-22,untracked,Chrome,Mac Desktop,MALE,zlaswl5n2t,en,Web,0,facebook,20140130213220,2014-01-30,770000.0
87932,direct,direct,36.0,US,2014-04-14,2014-04-14,omg,Safari,Mac Desktop,MALE,zlcufk7ia4,en,Web,0,basic,20140414032452,2014-04-14,1553681.0
87938,direct,direct,33.0,US,2014-06-09,2014-06-12,linked,Firefox,Mac Desktop,,zlducycns1,en,Web,0,basic,20140609182633,2014-06-09,4064265.0
87942,seo,yahoo,26.0,US,2014-06-02,2015-03-10,linked,Chrome,Windows Desktop,MALE,zlhelyfsqk,en,Web,0,facebook,20140602021209,2014-06-02,2089977.0
87945,direct,direct,25.0,US,2014-03-29,2014-03-29,untracked,Mobile Safari,iPad,FEMALE,zlib6ps8mw,en,Web,0,basic,20140329152520,2014-03-29,5339765.0
87946,direct,direct,27.0,US,2014-06-29,2014-06-30,untracked,Chrome,Windows Desktop,,zliptva6b8,en,Web,0,basic,20140629215113,2014-06-29,2807623.0
87947,direct,direct,27.0,US,2014-01-27,2014-02-22,untracked,IE,Windows Desktop,FEMALE,zljp2ro0tf,en,Web,0,basic,20140127004329,2014-01-27,1816362.0
87953,seo,google,26.0,US,2014-06-12,2015-03-13,linked,Chrome,Mac Desktop,MALE,zllpfgny2u,en,Web,0,basic,20140612063724,2014-06-12,2077969.0
87955,direct,direct,37.0,US,2014-06-16,2014-11-06,untracked,Safari,Mac Desktop,FEMALE,zlm97bjkcm,en,Web,24,facebook,20140616232757,2014-06-16,704211.0
87967,direct,direct,36.0,US,2014-02-13,2014-02-27,untracked,Safari,Mac Desktop,FEMALE,zlq8urq6dz,en,Web,0,basic,20140213195926,2014-02-13,975439.0
87975,direct,direct,27.0,IT,2014-06-30,2014-06-30,untracked,Firefox,Windows Desktop,MALE,zluoqk9bbx,en,Web,0,basic,20140630174425,2014-06-30,1066741.0
87978,direct,direct,26.0,US,2014-04-21,2014-04-21,untracked,Chrome,Mac Desktop,MALE,zlx4ncsjhe,en,Web,0,facebook,20140421180851,2014-04-21,548748.0
87980,sem-brand,google,24.0,US,2014-05-13,2014-05-17,omg,Firefox,Windows Desktop,FEMALE,zlx6awvfud,en,Web,0,basic,20140513045935,2014-05-13,1620971.0
87983,direct,direct,33.0,other,2014-01-22,2014-01-26,untracked,IE,Android Tablet,FEMALE,zm12fncfxb,en,Web,0,basic,20140122171404,2014-01-22,4175870.0
87986,direct,direct,33.0,US,2014-03-08,2014-03-25,untracked,Chrome Mobile,Android Phone,FEMALE,zm1vvd4rfc,en,Moweb,24,basic,20140308073136,2014-03-08,2032013.0
87988,direct,direct,28.0,US,2014-04-13,2014-11-12,untracked,Chrome,Windows Desktop,,zm29use3g9,en,Web,0,basic,20140413181127,2014-04-13,22835.0
88000,direct,direct,33.0,other,2014-03-03,2014-08-16,untracked,Firefox,Mac Desktop,,zm909iri6j,en,Web,0,basic,20140303000949,2014-03-03,274124.0
88001,direct,direct,25.0,US,2014-03-27,2014-04-10,untracked,Firefox,Mac Desktop,FEMALE,zma80btmui,en,Web,0,facebook,20140327054820,2014-03-27,22800.0
88002,direct,direct,32.0,US,2014-02-15,2014-07-02,untracked,Safari,Mac Desktop,MALE,zmb3lb80ho,en,Web,0,facebook,20140215182436,2014-02-15,613842.0
88012,direct,direct,47.0,US,2014-04-14,2014-12-01,untracked,-unknown-,iPhone,MALE,zmee74vvoq,en,iOS,25,basic,20140414135007,2014-04-14,171335.0
88014,direct,direct,46.0,US,2014-02-18,2014-02-19,linked,Firefox,Mac Desktop,,zmf2p1j8dy,en,Web,0,basic,20140218202541,2014-02-18,703833.0
88021,direct,direct,34.0,ES,2014-06-26,2014-06-26,untracked,Firefox,Windows Desktop,MALE,zmicpi8mqi,en,Web,0,basic,20140626065356,2014-06-26,6598273.0
88026,direct,direct,56.0,other,2014-05-07,2014-05-10,untracked,Chrome,Mac Desktop,MALE,zml144cq3q,en,Web,0,facebook,20140507154309,2014-05-07,624090.0
88029,sem-brand,google,25.0,US,2014-04-08,2015-04-06,omg,Chrome,Mac Desktop,MALE,zmltax2f4w,en,Web,0,facebook,20140408001445,2014-04-08,986012.0
88036,direct,direct,34.0,FR,2014-01-24,2014-02-04,untracked,Chrome,Mac Desktop,MALE,zmq2qies57,en,Web,0,facebook,20140124105432,2014-01-24,390976.0
88041,seo,facebook,23.0,US,2014-02-08,2014-03-01,untracked,Chrome,Mac Desktop,MALE,zmrebzhfqe,en,Web,0,basic,20140208024954,2014-02-08,5949505.0
88046,sem-brand,google,36.0,US,2014-06-20,2014-06-25,omg,Mobile Safari,iPad,FEMALE,zmv0620wmt,en,Web,0,facebook,20140620074018,2014-06-20,2433187.0
88048,api,other,25.0,US,2014-02-18,2014-02-21,untracked,-unknown-,Other/Unknown,MALE,zmvg4b6b83,en,Android,12,basic,20140218044929,2014-02-18,4361253.0
88050,direct,direct,41.0,US,2014-04-18,2014-04-18,untracked,Chrome,Mac Desktop,MALE,zmwtd97716,en,Web,0,basic,20140418154258,2014-04-18,7402571.0
88057,remarketing,google,28.0,ES,2014-04-30,2014-05-14,untracked,Firefox,Windows Desktop,MALE,zn0o8rrdwl,ru,Web,0,facebook,20140430084750,2014-04-30,3311.0
88058,direct,direct,27.0,US,2014-04-23,2014-05-05,untracked,-unknown-,iPhone,FEMALE,zn0uq85b02,en,iOS,25,basic,20140423092455,2014-04-23,5546234.0
88063,sem-brand,google,57.0,US,2014-06-24,2014-06-29,omg,Firefox,Windows Desktop,FEMALE,zn54j9mg3i,en,Web,0,facebook,20140624030429,2014-06-24,1412.0
88067,direct,direct,32.0,FR,2014-03-15,2014-09-09,untracked,Safari,Mac Desktop,,zn7lx60nvn,en,Web,0,basic,20140315001958,2014-03-15,1357860.0
88069,direct,direct,24.0,US,2014-06-17,2014-06-17,untracked,Safari,Mac Desktop,FEMALE,zn8irpdi0k,en,Web,0,facebook,20140617212549,2014-06-17,1011502.0
88072,direct,direct,35.0,other,2014-03-31,2014-04-08,linked,Safari,Mac Desktop,MALE,znbnf9lbo2,en,Web,0,basic,20140331154204,2014-03-31,2006000.0
88073,direct,direct,30.0,FR,2014-05-25,2014-06-21,linked,Safari,Mac Desktop,FEMALE,znbr1jgxen,en,Web,0,basic,20140525215129,2014-05-25,524840.0
88074,direct,direct,35.0,US,2014-01-16,2014-01-16,untracked,Safari,Mac Desktop,,zncors24is,en,Web,0,basic,20140116052533,2014-01-16,1148111.0
88078,direct,direct,26.0,US,2014-01-13,2014-08-23,linked,Chrome,Windows Desktop,FEMALE,znezjuk8gz,en,Web,0,basic,20140113061651,2014-01-13,408487.0
88084,seo,facebook,22.0,US,2014-01-02,2014-01-02,untracked,Chrome,Mac Desktop,FEMALE,znj2l3v5u3,en,Web,0,basic,20140102181924,2014-01-02,4226331.0
88086,direct,direct,29.0,US,2014-03-18,2014-03-19,linked,Safari,Mac Desktop,FEMALE,znjzfghbc8,en,Web,0,facebook,20140318234610,2014-03-18,1176879.0
88087,direct,direct,32.0,US,2014-03-13,2014-03-18,untracked,Safari,Mac Desktop,FEMALE,znkaz6rvnk,en,iOS,25,basic,20140313223310,2014-03-13,426893.0
88089,direct,direct,33.0,IT,2014-06-25,2014-06-25,untracked,Chrome,Windows Desktop,,znmmvjy34j,en,Web,0,basic,20140625170905,2014-06-25,731250.0
88092,direct,direct,37.0,US,2014-02-28,2014-03-01,untracked,Chrome,Windows Desktop,FEMALE,znn6muqpvc,en,Web,0,basic,20140228222331,2014-02-28,5253079.0
88096,direct,direct,34.0,US,2014-03-23,2014-03-23,untracked,Chrome,Windows Desktop,FEMALE,znoaihog83,en,Web,0,basic,20140323051630,2014-03-23,868775.0
88097,direct,direct,24.0,US,2014-04-14,2014-04-14,untracked,Chrome Mobile,iPad,,znoir7n2mr,en,Web,0,basic,20140414004941,2014-04-14,1249059.0
88098,direct,direct,38.0,US,2014-03-19,2014-03-19,untracked,IE,Windows Desktop,,znomyb81d7,en,Web,0,basic,20140319061250,2014-03-19,726522.0
88103,sem-brand,google,29.0,US,2014-06-27,2014-06-27,omg,Chrome,Mac Desktop,,znr4nniox8,en,Web,0,basic,20140627064252,2014-06-27,1123164.0
88113,sem-non-brand,google,37.0,US,2014-05-15,2014-05-20,omg,Safari,Mac Desktop,MALE,zntg8az7ax,en,Web,0,basic,20140515042915,2014-05-15,810012.0
88114,api,other,25.0,US,2014-01-19,2014-01-20,untracked,Mobile Safari,iPhone,FEMALE,znu1738ubd,en,iOS,12,facebook,20140119220446,2014-01-19,10456.0
88117,direct,direct,52.0,US,2014-06-19,2015-04-14,untracked,Mobile Safari,iPhone,MALE,znxlju844i,en,iOS,25,facebook,20140619002923,2014-06-19,422308.0
88131,direct,direct,43.0,US,2014-03-07,2014-03-10,untracked,Firefox,Mac Desktop,MALE,zo8qbztm0v,en,Web,0,basic,20140307073529,2014-03-07,143740.0
88132,direct,direct,26.0,US,2014-01-07,2014-01-19,linked,Safari,Mac Desktop,,zo94t7953i,en,Web,0,basic,20140107045359,2014-01-07,300076.0
88135,direct,direct,26.0,US,2014-02-21,2015-01-29,product,Chrome,Mac Desktop,FEMALE,zo9x0jllgp,en,Web,0,facebook,20140221222630,2014-02-21,174929.0
88143,direct,direct,28.0,US,2014-03-18,2014-03-22,linked,Safari,Mac Desktop,MALE,zofzx74cm6,en,Web,0,facebook,20140318185633,2014-03-18,692632.0
88156,direct,direct,33.0,US,2014-06-19,2014-12-13,untracked,-unknown-,Android Phone,MALE,zol5bjxf9c,en,Android,23,facebook,20140619185720,2014-06-19,471043.0
88160,direct,direct,33.0,US,2014-03-02,2014-03-05,untracked,Chrome,Mac Desktop,FEMALE,zomoww3nsu,en,Web,0,basic,20140302050535,2014-03-02,1691758.0
88165,direct,direct,30.0,US,2014-03-17,2014-03-19,untracked,Chrome,Mac Desktop,FEMALE,zop616xvvv,en,Web,0,basic,20140317053124,2014-03-17,2743192.0
88168,direct,direct,31.0,US,2014-06-30,2014-06-30,untracked,Mobile Safari,iPad,FEMALE,zopo0idtl9,en,Web,0,basic,20140630051435,2014-06-30,8898602.0
88170,direct,direct,33.0,other,2014-03-04,2014-11-09,untracked,Chrome,Windows Desktop,,zoqe86yipt,en,Web,0,basic,20140304070343,2014-03-04,826.0
88171,direct,direct,21.0,other,2014-01-07,2014-01-14,untracked,Safari,Mac Desktop,MALE,zoqtiegj6g,en,Web,0,facebook,20140107160712,2014-01-07,984910.0
88176,direct,direct,36.0,ES,2014-02-19,2014-02-19,untracked,Chrome,Windows Desktop,MALE,zothbltnkf,en,Web,0,basic,20140219104946,2014-02-19,1151139.0
88178,sem-brand,google,36.0,US,2014-04-04,2014-04-04,omg,Chrome,Mac Desktop,MALE,zou5ua5s3w,en,Web,0,facebook,20140404034659,2014-04-04,3575668.0
88180,direct,direct,46.0,US,2014-05-07,2014-09-12,untracked,-unknown-,iPhone,FEMALE,zoutciozmh,en,iOS,25,facebook,20140507032705,2014-05-07,154773.0
88186,direct,direct,29.0,US,2014-06-17,2014-06-18,untracked,Mobile Safari,iPhone,,zozwf7wjt7,en,Web,0,basic,20140617224208,2014-06-17,3144972.0
88190,sem-brand,google,40.0,US,2014-05-28,2014-06-17,linked,Chrome,Windows Desktop,MALE,zp25bppb8m,en,Web,0,facebook,20140528074605,2014-05-28,1034000.0
88193,direct,direct,31.0,US,2014-01-28,2014-03-30,linked,Safari,Mac Desktop,MALE,zp3klu3996,en,Web,0,basic,20140128220712,2014-01-28,614545.0
88197,direct,direct,29.0,IT,2014-06-15,2015-01-26,untracked,-unknown-,iPhone,MALE,zp4wf5o0q3,en,iOS,25,basic,20140615183256,2014-06-15,3205281.0
88200,direct,direct,28.0,US,2014-04-11,2014-06-15,untracked,-unknown-,Other/Unknown,FEMALE,zp5qtzdtys,en,Android,12,facebook,20140411004039,2014-04-11,2678540.0
88201,direct,direct,29.0,US,2014-06-15,2014-06-16,untracked,Chrome,Mac Desktop,MALE,zp5qy56xcj,en,Web,0,facebook,20140615003154,2014-06-15,14784.0
88203,direct,direct,66.0,US,2014-01-24,2014-01-26,untracked,Mobile Safari,iPad,,zp62soufmi,en,Web,0,basic,20140124023835,2014-01-24,5165152.0
88204,direct,direct,40.0,US,2014-05-05,2014-05-05,product,Mobile Safari,iPhone,MALE,zp72rfswko,en,iOS,25,facebook,20140505033500,2014-05-05,4350053.0
88206,direct,direct,30.0,FR,2014-06-18,2014-06-19,untracked,Safari,Mac Desktop,,zp846mazeg,en,Web,0,basic,20140618220446,2014-06-18,196132.0
88211,direct,direct,30.0,US,2014-05-16,2014-05-23,linked,Safari,Mac Desktop,MALE,zpbe3l4mm8,en,Web,24,facebook,20140516174915,2014-05-16,1134011.0
88215,sem-brand,google,36.0,US,2014-06-18,2014-06-19,omg,Safari,Mac Desktop,MALE,zpf01ofik2,en,Web,0,facebook,20140618212612,2014-06-18,2023394.0
88221,direct,direct,41.0,US,2014-05-25,2014-05-25,untracked,Safari,Mac Desktop,FEMALE,zpg9rgzrri,en,Web,0,basic,20140525004721,2014-05-25,17826996.0
88223,direct,direct,44.0,IT,2014-02-21,2014-02-24,linked,Safari,Mac Desktop,,zpgvk3gjhq,en,Web,0,basic,20140221175326,2014-02-21,2269664.0
88225,direct,direct,27.0,US,2014-03-04,2014-03-04,untracked,Firefox,Windows Desktop,MALE,zph7yj9oou,en,Web,0,facebook,20140304020850,2014-03-04,3422769.0
88227,direct,direct,27.0,US,2014-04-23,2015-02-28,untracked,-unknown-,iPhone,FEMALE,zpisakan6d,en,iOS,25,basic,20140423171347,2014-04-23,1603521.0
88229,direct,direct,27.0,US,2014-01-29,2014-01-29,linked,Safari,Mac Desktop,FEMALE,zpj2wv3weu,en,Web,0,basic,20140129012357,2014-01-29,537581.0
88237,direct,direct,44.0,US,2014-01-18,2014-01-18,untracked,Safari,Mac Desktop,FEMALE,zplayj1sd2,en,Web,0,basic,20140118031308,2014-01-18,145125.0
88238,direct,direct,42.0,US,2014-02-27,2014-07-17,untracked,IE,Windows Desktop,,zplm1g5tan,en,Web,0,basic,20140227000943,2014-02-27,26635.0
88244,direct,direct,33.0,other,2014-01-16,2014-01-17,linked,Chrome,Windows Desktop,FEMALE,zprioy1r9p,en,Web,0,facebook,20140116002152,2014-01-16,7361130.0
88245,direct,direct,28.0,other,2014-01-30,2014-04-02,untracked,Mobile Safari,iPad,MALE,zprxo8odm2,en,Web,0,facebook,20140130005053,2014-01-30,1151121.0
88254,direct,direct,30.0,US,2014-06-05,2014-06-06,omg,IE,Windows Desktop,FEMALE,zpwy4782e6,en,iOS,25,basic,20140605050021,2014-06-05,1782667.0
88255,direct,direct,26.0,US,2014-06-02,2014-06-17,untracked,-unknown-,iPhone,FEMALE,zpx6thxvi7,en,iOS,25,facebook,20140602060053,2014-06-02,3585090.0
88264,direct,direct,33.0,US,2014-05-03,2014-05-07,untracked,Chrome,Windows Desktop,MALE,zq211pbpw7,en,Web,0,facebook,20140503053956,2014-05-03,2544121.0
88268,direct,direct,30.0,US,2014-04-29,2014-05-01,untracked,Chrome,Windows Desktop,MALE,zq9h0hmava,en,Web,0,facebook,20140429172834,2014-04-29,722586.0
